panel,dataset_id,dataset,case,epsilon,seed,method,feature_aggregation,calibration,n_rows,n_test,fault_rate,auroc,auprc,runtime_sec
wsn_labeled_stuck_pmldp,wsn_stuck_at,Prepared WSN stuck-at labels,stuck302,2.0,1,privsaf_hmm,max_rank_over_final_timestep_4_scalar_features,normal_label_rows_in_first_half,4688,2344,0.3003412969283277,0.45687924404101987,0.2787287172500693,2.679878800001461
wsn_labeled_stuck_pmldp,wsn_stuck_at,Prepared WSN stuck-at labels,stuck302,2.0,1,privsaf_mixture,max_rank_over_final_timestep_4_scalar_features,normal_label_rows_in_first_half,4688,2344,0.3003412969283277,0.4665894366685145,0.2815285875065134,0.044399999984307215
wsn_labeled_stuck_pmldp,wsn_stuck_at,Prepared WSN stuck-at labels,stuck302,2.0,2,generic_pm_hmm,max_rank_over_final_timestep_4_scalar_features,normal_label_rows_in_first_half,4688,2344,0.3003412969283277,0.48480330169068736,0.2862878504270807,0.6642187000106787
wsn_labeled_stuck_pmldp,wsn_stuck_at,Prepared WSN stuck-at labels,stuck302,2.0,2,pm_column_likelihood_scan,max_rank_over_final_timestep_4_scalar_features,normal_label_rows_in_first_half,4688,2344,0.3003412969283277,0.5491914668791574,0.33965251569782196,0.0019161999953212216
wsn_labeled_stuck_pmldp,wsn_stuck_at,Prepared WSN stuck-at labels,stuck302,2.0,2,pm_llr_cusum,max_rank_over_final_timestep_4_scalar_features,normal_label_rows_in_first_half,4688,2344,0.3003412969283277,0.4832793445121951,0.2681675815046375,0.021281599983922206
wsn_labeled_stuck_pmldp,wsn_stuck_at,Prepared WSN stuck-at labels,stuck302,2.0,2,pm_window_glr,max_rank_over_final_timestep_4_scalar_features,normal_label_rows_in_first_half,4688,2344,0.3003412969283277,0.7160138927383592,0.5041795861989512,0.11363279998477083
wsn_labeled_stuck_pmldp,wsn_stuck_at,Prepared WSN stuck-at labels,stuck302,2.0,2,privsaf_hmm,max_rank_over_final_timestep_4_scalar_features,normal_label_rows_in_first_half,4688,2344,0.3003412969283277,0.4820693597560976,0.29149534741796657,2.6686828000238165
wsn_labeled_stuck_pmldp,wsn_stuck_at,Prepared WSN stuck-at labels,stuck302,2.0,2,privsaf_mixture,max_rank_over_final_timestep_4_scalar_features,normal_label_rows_in_first_half,4688,2344,0.3003412969283277,0.47412434174057655,0.2840342523285871,0.046236199981649406
wsn_labeled_stuck_pmldp,wsn_stuck_at,Prepared WSN stuck-at labels,stuck302,4.0,0,generic_pm_hmm,max_rank_over_final_timestep_4_scalar_features,normal_label_rows_in_first_half,4688,2344,0.3003412969283277,0.47762264412416855,0.2893586190262377,0.6633845999895129
wsn_labeled_stuck_pmldp,wsn_stuck_at,Prepared WSN stuck-at labels,stuck302,4.0,0,pm_column_likelihood_scan,max_rank_over_final_timestep_4_scalar_features,normal_label_rows_in_first_half,4688,2344,0.3003412969283277,0.6312274805986696,0.38691101582533993,0.001892200016300194
