dataset_id,dataset,target,epsilon,seed,fault_mode,dropout_length,rho_normal,rho_dropout,fault_rate,method,auroc,auprc,recall_at_1pct_fpr,median_detection_delay,segment_iou_at_1pct_fpr
household_power,UCI Household Power,Global_active_power hourly sample,0.5,1,dropout,16,0.01,0.75,0.15,privsaf_dropout_hmm,0.9988085511982571,0.9937552559780477,1.0,0.0,0.9081364829396326
household_power,UCI Household Power,Global_active_power hourly sample,0.5,1,dropout,16,0.01,0.75,0.15,rolling_missing_fraction,0.9926756535947712,0.937522775184207,1.0,1.0,0.7454068241469817
household_power,UCI Household Power,Global_active_power hourly sample,0.5,2,dropout,16,0.01,0.75,0.15,privsaf_dropout_hmm,0.9993518518518518,0.9965957521371874,1.0,0.0,0.926509186351706
household_power,UCI Household Power,Global_active_power hourly sample,0.5,2,dropout,16,0.01,0.75,0.15,rolling_missing_fraction,0.9960634531590414,0.9707243190243839,1.0,0.0,0.8642297650130548
household_power,UCI Household Power,Global_active_power hourly sample,0.5,0,dropout,64,0.01,0.25,0.15,privsaf_dropout_hmm,0.9993899782135077,0.9966712946998053,1.0,0.0,0.926509186351706
household_power,UCI Household Power,Global_active_power hourly sample,0.5,0,dropout,64,0.01,0.25,0.15,rolling_missing_fraction,0.9848297930283225,0.9094743273449861,0.8333333333333334,6.5,0.6191709844559585
household_power,UCI Household Power,Global_active_power hourly sample,0.5,1,dropout,64,0.01,0.25,0.15,privsaf_dropout_hmm,0.9967837690631808,0.9865240309193635,1.0,0.0,0.8923884514435696
household_power,UCI Household Power,Global_active_power hourly sample,0.5,1,dropout,64,0.01,0.25,0.15,rolling_missing_fraction,0.9849945533769063,0.9090605021099241,1.0,3.0,0.7125
household_power,UCI Household Power,Global_active_power hourly sample,0.5,2,dropout,64,0.01,0.25,0.15,privsaf_dropout_hmm,0.9948556644880175,0.9732953804441493,1.0,5.0,0.7664041994750657
household_power,UCI Household Power,Global_active_power hourly sample,0.5,2,dropout,64,0.01,0.25,0.15,rolling_missing_fraction,0.9847760076252723,0.8935233944736565,0.8333333333333334,14.5,0.5529715762273901
household_power,UCI Household Power,Global_active_power hourly sample,0.5,0,dropout,64,0.01,0.5,0.15,privsaf_dropout_hmm,0.9999291938997821,0.9996097791003065,1.0,0.0,0.9422572178477691
household_power,UCI Household Power,Global_active_power hourly sample,0.5,0,dropout,64,0.01,0.5,0.15,rolling_missing_fraction,0.9913664215686275,0.9380844395131391,0.8333333333333334,16.5,0.5065616797900262
household_power,UCI Household Power,Global_active_power hourly sample,0.5,1,dropout,64,0.01,0.5,0.15,privsaf_dropout_hmm,0.9995942265795208,0.9977953158073128,1.0,0.0,0.937007874015748
household_power,UCI Household Power,Global_active_power hourly sample,0.5,1,dropout,64,0.01,0.5,0.15,rolling_missing_fraction,0.9923291122004357,0.9515812898073978,1.0,7.5,0.720626631853786
