station,t0,t1,duration_hours,variable_expr,scalar_variable_count,variable_families,flag,comment,issue,issue_title,issue_url,relevance,commented_out,usable_for_pmldp_triage
THU_U2,2022-11-16T00:00:00+00:00,2022-11-19T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
THU_U2,2022-11-24T00:00:00+00:00,2022-12-03T00:00:00+00:00,216.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
THU_U2,2022-12-10T00:00:00+00:00,2022-12-13T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
THU_U2,2022-12-28T00:00:00+00:00,2023-01-02T00:00:00+00:00,120.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
THU_U2,2023-07-19T14:00:00+00:00,2023-08-11T23:00:00+00:00,561.0,z_boom_u,0,,NAN,manually flagged by bav,3,"When two SR50s are connected to one logger box, and one fails, it then reports the values from the non-failed SR50.",https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/3,other_manual_flag,0,0
THU_U2,2023-07-25T07:00:00+00:00,,,p_i p_u,2,pressure,NAN,very unlikely values (bav),,,,other_manual_flag,0,0
THU_U2v3,,,,z_pt,0,,NAN,very unlikely values (bav),,,,other_manual_flag,0,0
THU_U2v3,2024-10-30T00:00:00+00:00,2024-11-01T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
TUN,,2022-05-29T19:00:00+00:00,,t_i_.*($),1,temperature,NAN,settling in (bav),,,,other_manual_flag,0,0
TUN,2022-10-30T00:00:00+00:00,2022-11-01T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
TUN,2023-10-20T00:00:00+00:00,2023-10-22T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
TUN,2023-10-26T00:00:00+00:00,2024-06-16T19:00:00+00:00,5635.0,t_i_.*($),1,temperature,NAN,manually flagged by bav,,,,other_manual_flag,0,0
TUN,2023-11-05T00:00:00+00:00,2023-11-26T00:00:00+00:00,504.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
TUN,2023-12-16T00:00:00+00:00,2023-12-18T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
TUN,2023-12-19T00:00:00+00:00,2024-01-10T19:00:00+00:00,547.0,p_i p_u p_l,3,pressure,NAN,Suspecious upper and lower luft (maclu),140,Flagging bad pressure data at GC-Net stations,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/140,other_manual_flag,0,0
TUN,2023-12-21T00:00:00+00:00,2023-12-23T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
TUN,2023-12-31T00:00:00+00:00,2024-01-06T00:00:00+00:00,144.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
TUN,2024-01-09T00:00:00+00:00,2024-01-11T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
TUN,2024-01-17T00:00:00+00:00,2024-02-18T19:00:00+00:00,787.0,p_i p_u p_l,3,pressure,NAN,Suspecious upper and lower luft (maclu),140,Flagging bad pressure data at GC-Net stations,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/140,other_manual_flag,0,0
TUN,2024-02-27T00:00:00+00:00,2024-03-02T19:00:00+00:00,115.0,p_i p_u p_l,3,pressure,NAN,Suspecious upper and lower luft (maclu),140,Flagging bad pressure data at GC-Net stations,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/140,other_manual_flag,0,0
TUN,2024-03-15T00:00:00+00:00,2024-03-26T19:00:00+00:00,283.0,p_i p_u p_l,3,pressure,NAN,Suspecious upper and lower luft (maclu),140,Flagging bad pressure data at GC-Net stations,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/140,other_manual_flag,0,0
TUN,2024-09-26T00:00:00+00:00,2024-10-04T00:00:00+00:00,192.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
TUN,2024-10-16T00:00:00+00:00,2024-10-19T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
TUN,2024-10-27T00:00:00+00:00,2024-10-31T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
TUN,2025-10-25T00:00:00+00:00,2026-01-26T00:00:00+00:00,2232.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,,2008-07-17T20:50:00+00:00,,z_boom_u,0,,NAN,manually flagged by bav,,,,other_manual_flag,0,0
UPE_L,2008-07-15T00:00:00+00:00,2008-07-18T00:00:00+00:00,72.0,z_pt,0,,NAN,manually flagged by bav,143,New SR50 and zpt assessment at multiple stations,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/143,other_manual_flag,0,0
UPE_L,2010-01-01T00:00:00+00:00,2010-01-08T00:00:00+00:00,168.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2010-01-14T00:00:00+00:00,2010-01-26T00:00:00+00:00,288.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2010-01-30T00:00:00+00:00,2010-02-01T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2010-02-09T00:00:00+00:00,2010-02-13T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2010-04-06T00:00:00+00:00,2010-04-08T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2011-01-02T00:00:00+00:00,2011-01-06T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2011-02-10T00:00:00+00:00,2011-02-22T00:00:00+00:00,288.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2011-03-29T00:00:00+00:00,2011-04-05T00:00:00+00:00,168.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2011-08-03T00:00:00+00:00,2012-08-13T00:00:00+00:00,9024.0,t_i_.*($),1,temperature,NAN,manually flagged by bav,,,,other_manual_flag,0,0
UPE_L,2011-09-17T00:00:00+00:00,2011-11-16T00:00:00+00:00,1440.0,z_pt,0,,NAN,manually flagged by bav,143,New SR50 and zpt assessment at multiple stations,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/143,other_manual_flag,0,0
UPE_L,2012-01-08T00:00:00+00:00,2012-01-10T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2012-01-19T00:00:00+00:00,2012-01-22T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2012-01-25T00:00:00+00:00,2012-02-06T00:00:00+00:00,288.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2012-02-15T00:00:00+00:00,2012-03-01T00:00:00+00:00,360.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2012-03-09T00:00:00+00:00,2012-03-11T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2012-03-18T00:00:00+00:00,2012-03-30T00:00:00+00:00,288.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2012-04-04T00:00:00+00:00,2012-04-12T00:00:00+00:00,192.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2012-08-12T11:00:00+00:00,2012-09-01T13:00:00+00:00,482.0,z_stake,0,,NAN,manually flagged by bav,143,New SR50 and zpt assessment at multiple stations,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/143,other_manual_flag,0,0
UPE_L,2012-09-15T10:00:00+00:00,2013-06-01T01:00:00+00:00,6207.0,z_pt,0,,NAN,manually flagged by bav,143,New SR50 and zpt assessment at multiple stations,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/143,other_manual_flag,0,0
UPE_L,2013-01-10T00:00:00+00:00,2013-01-14T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2013-01-30T00:00:00+00:00,2013-02-01T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2013-02-22T00:00:00+00:00,2013-02-25T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2013-02-28T00:00:00+00:00,2013-03-05T00:00:00+00:00,120.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2013-03-30T00:00:00+00:00,2013-04-02T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2013-12-14T00:00:00+00:00,2013-12-18T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2014-01-24T00:00:00+00:00,2014-01-29T00:00:00+00:00,120.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2014-02-11T00:00:00+00:00,2014-02-13T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2014-02-19T00:00:00+00:00,2014-02-23T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2014-03-29T00:00:00+00:00,2014-04-06T00:00:00+00:00,192.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2014-04-12T00:00:00+00:00,2014-04-16T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2014-09-23T10:00:00+00:00,2014-09-29T01:00:00+00:00,135.0,z_pt,0,,NAN,manually flagged by bav,143,New SR50 and zpt assessment at multiple stations,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/143,other_manual_flag,0,0
UPE_L,2015-01-27T00:00:00+00:00,2015-01-30T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2015-02-04T00:00:00+00:00,2015-02-10T00:00:00+00:00,144.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2015-03-06T00:00:00+00:00,2015-03-16T00:00:00+00:00,240.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2015-04-13T00:00:00+00:00,2015-04-16T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2015-05-14T00:00:00+00:00,2015-05-17T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2015-09-07T00:00:00+00:00,2015-09-19T00:00:00+00:00,288.0,z_pt,0,,NAN,manually flagged by bav,143,New SR50 and zpt assessment at multiple stations,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/143,other_manual_flag,0,0
UPE_L,2015-11-24T00:00:00+00:00,2015-11-26T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2015-12-12T00:00:00+00:00,2015-12-14T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2015-12-20T00:00:00+00:00,2015-12-23T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2015-12-29T00:00:00+00:00,2016-01-03T00:00:00+00:00,120.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2015-12-30T20:00:00+00:00,2017-08-25T10:00:00+00:00,14486.0,z_stake,0,,NAN,manually flagged by bav,3,"When two SR50s are connected to one logger box, and one fails, it then reports the values from the non-failed SR50.",https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/3,other_manual_flag,0,0
UPE_L,2016-02-07T00:00:00+00:00,2016-02-12T00:00:00+00:00,120.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2016-02-17T00:00:00+00:00,2016-02-21T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2016-03-11T00:00:00+00:00,2016-03-15T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2016-03-20T00:00:00+00:00,2016-03-29T00:00:00+00:00,216.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2016-09-07T00:00:00+00:00,2017-01-17T00:00:00+00:00,3168.0,z_stake,0,,NAN,manually flagged by bav,143,New SR50 and zpt assessment at multiple stations,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/143,other_manual_flag,0,0
UPE_L,2016-10-08T00:00:00+00:00,2016-10-13T00:00:00+00:00,120.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2016-12-06T00:00:00+00:00,2016-12-12T00:00:00+00:00,144.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2017-01-21T00:00:00+00:00,2017-01-26T00:00:00+00:00,120.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2017-02-10T00:00:00+00:00,2017-02-25T00:00:00+00:00,360.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2017-03-01T00:00:00+00:00,2017-03-09T00:00:00+00:00,192.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2017-03-15T00:00:00+00:00,2017-03-27T00:00:00+00:00,288.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2017-08-25T00:00:00+00:00,2017-08-27T00:00:00+00:00,48.0,z_pt,0,,NAN,Manually flagged by bav,143,New SR50 and zpt assessment at multiple stations,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/143,other_manual_flag,0,0
UPE_L,2017-12-11T00:00:00+00:00,2017-12-14T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2017-12-17T00:00:00+00:00,2017-12-20T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2018-01-14T00:00:00+00:00,2018-01-16T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2018-01-26T00:00:00+00:00,2018-02-06T00:00:00+00:00,264.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2018-02-18T00:00:00+00:00,2018-02-27T00:00:00+00:00,216.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2018-03-03T00:00:00+00:00,2018-03-30T00:00:00+00:00,648.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2018-04-25T00:00:00+00:00,2018-04-27T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2018-07-14T00:00:00+00:00,2018-08-04T19:00:00+00:00,523.0,z_stake,0,,NAN,manually flagged by bav,3,"When two SR50s are connected to one logger box, and one fails, it then reports the values from the non-failed SR50.",https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/3,other_manual_flag,0,0
UPE_L,2018-11-18T00:00:00+00:00,2018-11-20T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2018-11-26T00:00:00+00:00,2018-11-30T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2018-12-14T00:00:00+00:00,2019-01-07T00:00:00+00:00,576.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2019-01-13T00:00:00+00:00,2019-01-23T00:00:00+00:00,240.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2019-01-29T00:00:00+00:00,2019-01-31T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2019-02-07T00:00:00+00:00,2019-03-16T00:00:00+00:00,888.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2019-04-11T00:00:00+00:00,2019-04-15T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2019-04-22T00:00:00+00:00,2019-04-26T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2020-01-04T00:00:00+00:00,2020-01-07T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
